Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,Neighborhood,LandContour,LotConfig,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,SalePrice
463,20,RL,60.0,8281,IR1,Sawyer,Lvl,Inside,Norm,1Fam,1Story,5,5,1965,1965,MetalSd,MetalSd,,0.0,TA,TA,CBlock,62383
464,70,RL,74.0,11988,IR1,Crawfor,HLS,Inside,Norm,1Fam,2Story,6,7,1934,1995,Stucco,Stucco,,0.0,TA,TA,CBlock,188700
465,20,RL,60.0,8430,Reg,CollgCr,HLS,Inside,Norm,1Fam,1Story,5,5,1978,1978,HdBoard,HdBoard,BrkFace,136.0,TA,TA,CBlock,124000
466,120,RM,,3072,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,178740
467,20,RL,85.0,10628,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,7,5,1970,1970,Plywood,Plywood,,0.0,TA,Gd,CBlock,167000
468,70,RL,79.0,9480,Reg,NAmes,Lvl,Inside,Artery,1Fam,2Story,5,7,1942,1995,MetalSd,MetalSd,Stone,224.0,TA,TA,CBlock,146500
469,20,RL,98.0,11428,IR1,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,248.0,Gd,TA,PConc,250000
470,60,RL,76.0,9291,IR1,SawyerW,Lvl,Corner,RRNe,1Fam,2Story,6,5,1993,1993,HdBoard,HdBoard,BrkFace,120.0,Gd,TA,PConc,187000
471,120,RL,,6820,IR1,StoneBr,Lvl,Corner,Norm,TwnhsE,1Story,8,5,1985,1985,HdBoard,HdBoard,,0.0,Gd,TA,PConc,212000
472,60,RL,92.0,11952,Reg,NWAmes,Lvl,Inside,PosA,1Fam,2Story,7,6,1977,1977,WdShing,Plywood,,0.0,TA,TA,CBlock,190000
473,180,RM,35.0,3675,Reg,Edwards,Lvl,Inside,Norm,TwnhsE,SLvl,6,5,2005,2005,VinylSd,VinylSd,BrkFace,80.0,TA,TA,PConc,148000
474,20,RL,110.0,14977,IR1,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2007,VinylSd,VinylSd,BrkFace,304.0,Gd,TA,PConc,440000
475,120,RL,41.0,5330,Reg,StoneBr,Lvl,Inside,Norm,TwnhsE,1Story,8,5,2000,2000,CemntBd,CmentBd,,0.0,Gd,TA,PConc,251000
476,20,RL,80.0,8480,Reg,Sawyer,Lvl,Corner,Norm,1Fam,1Story,5,6,1963,1963,HdBoard,HdBoard,,0.0,TA,TA,CBlock,132500
477,20,RL,75.0,13125,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,6,5,1997,1998,VinylSd,VinylSd,BrkFace,215.0,TA,TA,PConc,208900
478,60,RL,105.0,13693,Reg,NridgHt,Lvl,Inside,Norm,1Fam,2Story,9,5,2006,2006,VinylSd,VinylSd,BrkFace,772.0,Ex,TA,PConc,380000
479,20,RL,79.0,10637,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,8,5,2007,2008,VinylSd,VinylSd,Stone,336.0,Gd,TA,PConc,297000
480,30,RM,50.0,5925,Reg,OldTown,Bnk,Inside,Norm,1Fam,1Story,4,7,1937,2000,Stucco,Stucco,BrkCmn,435.0,TA,TA,BrkTil,89471
481,20,RL,98.0,16033,IR1,NridgHt,Lvl,FR2,Norm,1Fam,1Story,9,5,2004,2005,VinylSd,VinylSd,BrkFace,378.0,Gd,TA,PConc,326000
482,20,RL,72.0,11846,IR1,NridgHt,HLS,Inside,Norm,1Fam,1Story,9,5,2003,2004,VinylSd,VinylSd,BrkFace,562.0,Gd,TA,PConc,374000
483,70,RM,50.0,2500,Reg,OldTown,Lvl,Corner,Norm,1Fam,2Story,7,8,1915,2005,Stucco,Stucco,,0.0,Gd,TA,PConc,155000
484,120,RM,32.0,4500,Reg,Mitchel,Lvl,FR2,Norm,Twnhs,1Story,6,5,1998,1998,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,164000
485,20,RL,,7758,IR1,Sawyer,Lvl,Corner,Norm,1Fam,1Story,5,7,1962,2001,HdBoard,Plywood,,0.0,TA,Gd,CBlock,132500
486,20,RL,80.0,9600,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1950,2007,MetalSd,MetalSd,,0.0,Gd,TA,CBlock,147000
487,20,RL,79.0,10289,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1965,1965,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,156000
488,20,RL,70.0,12243,IR1,NWAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1971,1971,Plywood,Plywood,,0.0,TA,TA,CBlock,175000
489,190,RL,60.0,10800,Reg,OldTown,Lvl,Corner,Norm,2fmCon,1.5Fin,5,4,1900,1970,Wd Sdng,Wd Sdng,,0.0,TA,Fa,CBlock,160000
490,180,RM,21.0,1526,Reg,MeadowV,Lvl,Inside,Norm,Twnhs,SFoyer,4,8,1970,2002,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,86000
491,160,RM,,2665,Reg,MeadowV,Lvl,Inside,Norm,TwnhsE,2Story,5,6,1976,1976,CemntBd,CmentBd,,0.0,TA,TA,PConc,115000
492,50,RL,79.0,9490,Reg,NAmes,Lvl,Inside,Artery,1Fam,1.5Fin,6,7,1941,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,133000
493,60,RL,105.0,15578,IR1,Gilbert,Lvl,Corner,Norm,1Fam,2Story,6,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,172785
494,20,RL,70.0,7931,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,6,1960,1960,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,155000
495,30,RM,50.0,5784,Reg,OldTown,Lvl,Inside,Artery,1Fam,1Story,5,8,1938,1996,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,91300
496,30,C (all),60.0,7879,Reg,IDOTRR,Lvl,Inside,Norm,1Fam,1Story,4,5,1920,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,34900
497,20,RL,,12692,IR1,NoRidge,Lvl,Inside,Norm,1Fam,1Story,8,5,1992,1993,BrkFace,BrkFace,,0.0,Gd,TA,PConc,430000
498,50,RL,60.0,9120,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Fin,7,6,1925,1950,Wd Sdng,Wd Sdng,,0.0,TA,Gd,PConc,184000
499,20,RL,65.0,7800,Reg,Sawyer,Lvl,Inside,Norm,1Fam,1Story,5,7,1967,2004,HdBoard,HdBoard,BrkFace,89.0,TA,TA,PConc,130000
500,20,RL,70.0,7535,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1958,1985,MetalSd,MetalSd,,0.0,TA,TA,CBlock,120000
501,160,RM,21.0,1890,Reg,BrDale,Lvl,Inside,Norm,Twnhs,2Story,6,5,1973,1973,HdBoard,HdBoard,BrkFace,285.0,TA,TA,CBlock,113000
502,60,FV,75.0,9803,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,7,5,2005,2005,VinylSd,VinylSd,,0.0,Gd,TA,PConc,226700
503,20,RL,70.0,9170,Reg,Edwards,Lvl,Corner,Feedr,1Fam,1Story,5,7,1965,1965,MetalSd,MetalSd,,0.0,TA,TA,CBlock,140000
504,20,RL,100.0,15602,IR1,Crawfor,Lvl,Inside,Norm,1Fam,1Story,7,8,1959,1997,BrkFace,Wd Sdng,,0.0,TA,TA,CBlock,289000
505,160,RL,24.0,2308,Reg,NPkVill,Lvl,Inside,Norm,TwnhsE,2Story,6,5,1974,1974,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,147000
506,90,RM,60.0,7596,Reg,OldTown,Lvl,Inside,Artery,Duplex,2Story,5,5,1952,1952,Wd Sdng,Wd Sdng,BrkFace,360.0,TA,TA,CBlock,124500
507,60,RL,80.0,9554,IR1,SawyerW,Lvl,Inside,Norm,1Fam,2Story,8,5,1993,1994,VinylSd,VinylSd,BrkFace,125.0,Gd,TA,PConc,215000
508,20,FV,75.0,7862,IR1,Somerst,Lvl,Inside,Norm,1Fam,1Story,6,5,2009,2009,VinylSd,VinylSd,,0.0,Gd,TA,PConc,208300
509,70,RM,60.0,9600,Reg,OldTown,Lvl,Inside,Norm,1Fam,2Story,7,9,1928,2005,MetalSd,MetalSd,,0.0,TA,Ex,BrkTil,161000
510,20,RL,80.0,9600,Reg,NAmes,Lvl,Corner,Norm,1Fam,1Story,5,6,1959,1959,MetalSd,MetalSd,BrkFace,132.0,TA,TA,CBlock,124500
511,20,RL,75.0,14559,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1951,2000,Wd Sdng,Wd Sdng,BrkCmn,70.0,Gd,TA,CBlock,164900
512,120,RL,40.0,6792,IR1,NridgHt,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2005,2006,VinylSd,VinylSd,Stone,94.0,Gd,TA,PConc,202665
513,20,RL,70.0,9100,Reg,NAmes,Lvl,Corner,Feedr,1Fam,1Story,5,5,1958,1958,VinylSd,VinylSd,,0.0,TA,TA,CBlock,129900
514,20,RL,71.0,9187,Reg,Mitchel,Bnk,Corner,Norm,1Fam,1Story,6,5,1983,1983,VinylSd,VinylSd,,0.0,TA,Gd,PConc,134000
515,45,RL,55.0,10594,Reg,Crawfor,Lvl,Inside,Norm,1Fam,1.5Unf,5,5,1926,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,96500
516,20,RL,94.0,12220,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,10,5,2009,2009,CemntBd,CmentBd,BrkFace,305.0,Ex,TA,CBlock,402861
517,80,RL,,10448,IR1,NWAmes,Lvl,Corner,Norm,1Fam,SLvl,6,6,1972,1972,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,158000
518,60,RL,79.0,10208,IR1,NoRidge,Lvl,Inside,Norm,1Fam,2Story,7,5,1996,1997,VinylSd,VinylSd,BrkFace,921.0,Gd,TA,PConc,265000
519,60,RL,,9531,IR1,CollgCr,Lvl,CulDSac,Norm,1Fam,2Story,6,5,1998,1998,VinylSd,VinylSd,,0.0,TA,TA,PConc,211000
520,70,RL,53.0,10918,Reg,Crawfor,Lvl,Inside,Norm,1Fam,2Story,7,9,1926,2004,MetalSd,MetalSd,,0.0,Gd,TA,BrkTil,234000
521,190,RL,60.0,10800,Reg,OldTown,Lvl,Inside,Norm,2fmCon,2Story,4,7,1900,2000,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,106250
522,20,RL,90.0,11988,IR1,NAmes,Lvl,Corner,Feedr,1Fam,1Story,6,6,1957,1957,VinylSd,VinylSd,,0.0,TA,TA,CBlock,150000
523,50,RM,50.0,5000,Reg,BrkSide,Lvl,Corner,Feedr,1Fam,1.5Fin,6,7,1947,1950,CemntBd,CmentBd,,0.0,TA,Gd,CBlock,159000
524,60,RL,130.0,40094,IR1,Edwards,Bnk,Inside,PosN,1Fam,2Story,10,5,2007,2008,CemntBd,CmentBd,Stone,762.0,Ex,TA,PConc,184750
525,60,RL,95.0,11787,IR1,NoRidge,Lvl,Inside,Norm,1Fam,2Story,7,5,1996,1997,VinylSd,VinylSd,BrkFace,594.0,Gd,TA,PConc,315750
526,20,FV,62.0,7500,Reg,Somerst,Lvl,Inside,Norm,1Fam,1Story,7,5,2005,2005,VinylSd,VinylSd,,0.0,Gd,TA,PConc,176000
527,20,RL,70.0,13300,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1956,2000,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,132000
528,60,RL,67.0,14948,IR1,NridgHt,Lvl,Inside,Norm,1Fam,2Story,9,5,2008,2008,VinylSd,VinylSd,Stone,268.0,Ex,TA,PConc,446261
529,30,RL,58.0,9098,IR1,Edwards,Lvl,Inside,Norm,1Fam,1Story,4,7,1920,2002,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,86000
530,20,RL,,32668,IR1,Crawfor,Lvl,CulDSac,Norm,1Fam,1Story,6,3,1957,1975,Wd Sdng,Stone,,,Gd,TA,PConc,200624
531,80,RL,85.0,10200,Reg,Timber,Lvl,Inside,Norm,1Fam,SLvl,6,5,1988,1989,HdBoard,HdBoard,BrkFace,219.0,Gd,TA,CBlock,175000
532,70,RM,60.0,6155,IR1,BrkSide,Lvl,FR3,RRNn,1Fam,2Story,6,8,1920,1999,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,128000
533,20,RL,60.0,7200,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,7,1955,2007,VinylSd,VinylSd,,0.0,TA,TA,Slab,107500
534,20,RL,50.0,5000,Reg,BrkSide,Low,Inside,Norm,1Fam,1Story,1,3,1946,1950,VinylSd,VinylSd,,0.0,Fa,Fa,Slab,39300
535,60,RL,74.0,9056,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,8,5,2004,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,178000
536,190,RL,70.0,7000,Reg,Edwards,Lvl,Inside,Norm,2fmCon,2Story,5,7,1910,1991,MetalSd,MetalSd,,0.0,TA,TA,CBlock,107500
537,60,RL,57.0,8924,IR1,CollgCr,Lvl,CulDSac,Norm,1Fam,2Story,7,5,1998,1999,VinylSd,VinylSd,,0.0,TA,TA,PConc,188000
538,20,RL,,12735,IR1,NAmes,Lvl,FR2,Norm,1Fam,1Story,4,5,1972,1972,MetalSd,MetalSd,,0.0,TA,TA,CBlock,111250
539,20,RL,,11553,IR1,Sawyer,Lvl,Inside,Norm,1Fam,1Story,5,5,1968,1968,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,158000
540,20,RL,,11423,Reg,CollgCr,Lvl,Inside,Norm,1Fam,1Story,8,5,2001,2002,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,272000
541,20,RL,85.0,14601,Reg,Timber,Lvl,Inside,Norm,1Fam,1Story,9,5,2006,2006,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,315000
542,60,RL,,11000,Reg,NoRidge,Lvl,FR2,Norm,1Fam,2Story,8,5,2000,2000,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,248000
543,20,RL,78.0,10140,Reg,NWAmes,Lvl,Inside,RRAn,1Fam,1Story,7,5,1998,1999,VinylSd,VinylSd,,0.0,Gd,TA,PConc,213250
544,120,RH,34.0,4058,Reg,NAmes,Lvl,Inside,Norm,TwnhsE,SFoyer,7,5,1998,1998,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,133000
545,60,RL,58.0,17104,IR1,Gilbert,Lvl,Inside,Norm,1Fam,2Story,7,5,2006,2006,VinylSd,VinylSd,,0.0,Gd,TA,PConc,179665
546,50,RL,,13837,IR1,NWAmes,Lvl,Corner,Norm,1Fam,1.5Fin,7,5,1988,1988,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,229000
547,50,RL,70.0,8737,IR1,BrkSide,Bnk,Inside,Norm,1Fam,1.5Fin,6,7,1923,1950,BrkFace,Wd Sdng,,0.0,TA,TA,BrkTil,210000
548,85,RL,54.0,7244,Reg,Mitchel,Lvl,Inside,Norm,1Fam,SFoyer,5,7,1970,1970,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,129500
549,20,RM,49.0,8235,IR1,OldTown,HLS,Inside,Feedr,1Fam,1Story,5,7,1955,1995,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,125000
550,60,FV,75.0,9375,Reg,Somerst,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,263000
551,120,RL,53.0,4043,Reg,NPkVill,Lvl,Inside,Norm,TwnhsE,1Story,6,6,1977,1977,Plywood,Plywood,,0.0,TA,TA,CBlock,140000
552,20,RM,50.0,6000,Reg,OldTown,Lvl,Inside,Norm,1Fam,1Story,5,6,1957,1957,BrkFace,BrkFace,,0.0,TA,TA,CBlock,112500
553,20,RL,87.0,11146,IR1,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2006,2006,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,255500
554,20,RL,67.0,8777,Reg,Edwards,Lvl,Inside,Feedr,1Fam,1Story,4,5,1949,2003,VinylSd,VinylSd,,0.0,TA,TA,CBlock,108000
555,60,RL,85.0,10625,Reg,NridgHt,Lvl,Inside,Norm,1Fam,2Story,7,5,2003,2004,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,284000
556,45,RM,58.0,6380,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Unf,5,6,1922,1950,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,113000
557,20,RL,69.0,14850,IR1,NAmes,Lvl,Inside,Norm,1Fam,1Story,5,5,1957,1957,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,141000
558,50,C (all),60.0,11040,Reg,IDOTRR,Low,Inside,Norm,1Fam,1.5Fin,4,6,1920,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,108000
559,60,RL,57.0,21872,IR2,Gilbert,HLS,FR2,Norm,1Fam,2Story,7,5,1996,1997,HdBoard,HdBoard,,0.0,TA,TA,PConc,175000
560,120,RL,,3196,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2003,2004,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,234000
561,20,RL,,11341,IR1,Sawyer,Lvl,Inside,Norm,1Fam,1Story,5,6,1957,1996,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,121500
562,20,RL,77.0,10010,Reg,Mitchel,Lvl,Inside,Norm,1Fam,1Story,5,5,1974,1975,HdBoard,HdBoard,,0.0,TA,TA,CBlock,170000
563,30,RL,63.0,13907,Reg,Edwards,Lvl,Inside,Norm,1Fam,1Story,5,6,1940,1969,WdShing,Wd Shng,,0.0,TA,TA,CBlock,108000
564,50,RL,66.0,21780,Reg,Edwards,Lvl,Inside,Norm,1Fam,1.5Fin,6,7,1918,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,185000
565,60,RL,,13346,IR1,NoRidge,Lvl,CulDSac,Norm,1Fam,2Story,7,5,1992,2000,HdBoard,HdBoard,,0.0,Gd,TA,PConc,268000
566,70,RL,66.0,6858,Reg,SWISU,Bnk,Corner,Norm,1Fam,2Story,6,4,1915,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,128000
567,60,RL,77.0,11198,IR1,StoneBr,Lvl,Inside,Norm,1Fam,2Story,9,5,2005,2007,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,325000
568,20,RL,70.0,10171,IR1,NridgHt,Lvl,Inside,Norm,1Fam,1Story,7,5,2004,2004,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,214000
569,50,RL,79.0,12327,IR1,SawyerW,Low,Inside,Norm,1Fam,1.5Fin,8,8,1983,2009,Wd Sdng,Wd Sdng,,0.0,Gd,TA,CBlock,316600
570,90,RL,,7032,IR1,NAmes,Lvl,Corner,Norm,Duplex,SFoyer,5,5,1979,1979,MetalSd,MetalSd,,0.0,TA,TA,CBlock,135960
571,90,RL,74.0,13101,IR1,NAmes,Lvl,Inside,Norm,Duplex,1Story,5,5,1965,1965,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,142600
572,20,RL,60.0,7332,Reg,NAmes,Lvl,Inside,Norm,1Fam,1Story,6,6,1959,1959,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,120000
573,60,RL,83.0,13159,IR1,Timber,HLS,Corner,Norm,1Fam,2Story,7,5,2009,2009,VinylSd,VinylSd,,0.0,TA,TA,PConc,224500
574,80,RL,76.0,9967,IR1,Gilbert,Lvl,Inside,Norm,1Fam,SLvl,7,5,2000,2000,VinylSd,VinylSd,,0.0,TA,TA,PConc,170000
575,80,RL,70.0,10500,Reg,NAmes,Lvl,FR2,Norm,1Fam,SLvl,5,7,1971,2005,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,139000
576,50,RL,80.0,8480,Reg,NAmes,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1947,1950,MetalSd,MetalSd,,0.0,TA,TA,CBlock,118500
577,50,RL,52.0,6292,Reg,SWISU,Lvl,Inside,Norm,1Fam,1.5Fin,7,7,1928,1950,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,145000
578,80,RL,96.0,11777,IR1,Sawyer,Lvl,Inside,Norm,1Fam,SLvl,5,6,1966,1966,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,164500
579,160,FV,34.0,3604,Reg,Somerst,Lvl,Corner,Norm,TwnhsE,2Story,7,5,2007,2007,VinylSd,VinylSd,,0.0,Gd,TA,PConc,146000
580,50,RM,81.0,12150,Reg,OldTown,Lvl,Inside,Norm,1Fam,1.5Fin,5,5,1954,1954,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,131500
581,20,RL,,14585,IR1,NAmes,Lvl,CulDSac,Norm,1Fam,1Story,6,6,1960,1987,Wd Sdng,Wd Sdng,BrkFace,85.0,TA,TA,CBlock,181900
582,20,RL,98.0,12704,Reg,NridgHt,Lvl,Inside,Norm,1Fam,1Story,8,5,2008,2009,VinylSd,VinylSd,BrkFace,306.0,Ex,TA,PConc,253293
583,90,RL,81.0,11841,Reg,Edwards,Lvl,Inside,Norm,Duplex,SFoyer,6,5,1990,1990,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,118500
584,75,RM,75.0,13500,Reg,OldTown,Lvl,Inside,Artery,1Fam,2.5Unf,10,9,1893,2000,Wd Sdng,Wd Sdng,,0.0,Ex,Ex,BrkTil,325000
585,50,RM,51.0,6120,Reg,BrkSide,Lvl,Inside,Norm,1Fam,1.5Fin,4,7,1935,1995,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,133000
586,20,RL,88.0,11443,Reg,Timber,Lvl,Inside,Norm,1Fam,1Story,8,5,2005,2006,VinylSd,VinylSd,BrkFace,208.0,Gd,TA,PConc,369900
587,30,RL,55.0,10267,Reg,BrkSide,Lvl,Inside,RRAn,1Fam,1Story,6,7,1918,2000,Stucco,Wd Shng,,0.0,TA,Gd,BrkTil,130000
588,85,RL,74.0,8740,IR1,Sawyer,Lvl,Inside,Norm,1Fam,SFoyer,5,6,1982,1982,HdBoard,HdBoard,,0.0,TA,TA,CBlock,137000
589,20,RL,65.0,25095,IR1,ClearCr,Low,Inside,Norm,1Fam,1Story,5,8,1968,2003,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,143000
590,40,RM,50.0,9100,Reg,BrkSide,Lvl,Inside,RRAn,1Fam,1Story,5,6,1930,1960,VinylSd,VinylSd,,0.0,TA,TA,BrkTil,79500
591,60,RL,64.0,8320,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,7,5,2004,2004,VinylSd,VinylSd,,0.0,Gd,TA,PConc,185900
592,60,RL,97.0,13478,IR1,NridgHt,Lvl,Corner,Norm,1Fam,2Story,10,5,2008,2008,CemntBd,CmentBd,Stone,420.0,Ex,TA,PConc,451950
593,20,RL,60.0,6600,Reg,Mitchel,Lvl,Inside,Norm,1Fam,1Story,5,8,1982,2003,HdBoard,HdBoard,,0.0,TA,Gd,PConc,138000
594,120,RM,,4435,Reg,CollgCr,Lvl,Inside,Norm,TwnhsE,1Story,6,5,2003,2003,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,140000
595,20,RL,88.0,7990,IR1,CollgCr,Lvl,Inside,Norm,1Fam,1Story,5,6,1975,1975,HdBoard,HdBoard,,0.0,TA,TA,CBlock,110000
596,20,RL,69.0,11302,IR1,StoneBr,Lvl,Inside,Norm,1Fam,1Story,8,5,2005,2006,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,319000
597,70,RM,60.0,3600,Reg,OldTown,Lvl,Inside,Norm,1Fam,2Story,6,7,1910,1993,VinylSd,VinylSd,,0.0,TA,TA,CBlock,114504
598,120,RL,53.0,3922,Reg,Blmngtn,Lvl,Inside,Norm,TwnhsE,1Story,7,5,2006,2007,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,194201
599,20,RL,80.0,12984,Reg,Crawfor,Bnk,Inside,Norm,1Fam,1Story,5,6,1977,1977,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,217500
600,160,RM,24.0,1950,Reg,Blueste,Lvl,Inside,Norm,Twnhs,2Story,6,6,1980,1980,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,151000
601,60,RL,74.0,10927,Reg,NridgHt,Lvl,Inside,Norm,1Fam,2Story,8,5,2005,2005,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,275000
602,50,RM,50.0,9000,Reg,IDOTRR,Bnk,Inside,Norm,1Fam,1.5Fin,6,6,1937,1950,Wd Sdng,Wd Sdng,,0.0,TA,Gd,PConc,141000
603,60,RL,80.0,10041,IR1,SawyerW,Lvl,Inside,Norm,1Fam,2Story,8,5,1992,1992,HdBoard,HdBoard,,0.0,Gd,TA,PConc,220000
604,160,FV,30.0,3182,Reg,Somerst,Lvl,Inside,Norm,TwnhsE,2Story,7,5,2004,2005,MetalSd,MetalSd,,0.0,Gd,TA,PConc,151000
605,20,RL,88.0,12803,IR1,CollgCr,Lvl,Inside,Norm,1Fam,1Story,7,5,2002,2002,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,221000
606,60,RL,85.0,13600,Reg,NAmes,Lvl,Inside,Norm,1Fam,2Story,7,6,1965,1990,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,205000
607,20,RL,82.0,12464,IR2,CollgCr,Low,Corner,Norm,1Fam,1Story,5,5,1996,1996,VinylSd,VinylSd,,0.0,TA,Gd,PConc,152000
608,20,RL,78.0,7800,Reg,Edwards,Bnk,Inside,Norm,1Fam,2Story,5,8,1948,2002,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,225000
609,70,RL,78.0,12168,Reg,Crawfor,HLS,Inside,Norm,1Fam,2Story,8,6,1934,1998,BrkFace,Wd Sdng,,0.0,TA,TA,PConc,359100
610,20,RL,61.0,7943,Reg,Sawyer,Lvl,Inside,Feedr,1Fam,1Story,4,5,1961,1961,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,CBlock,118500
611,60,RL,,11050,Reg,CollgCr,Lvl,Inside,PosN,1Fam,2Story,9,5,2000,2000,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,313000
612,80,RL,,10395,IR1,NWAmes,Lvl,FR2,Norm,1Fam,SLvl,6,6,1978,1978,HdBoard,HdBoard,BrkFace,233.0,TA,TA,CBlock,148000
613,60,RL,,11885,Reg,CollgCr,Lvl,Inside,Norm,1Fam,2Story,8,5,2001,2001,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,261500
614,20,RL,70.0,8402,Reg,Mitchel,Lvl,Inside,Feedr,1Fam,1Story,5,5,2007,2007,VinylSd,VinylSd,,0.0,TA,TA,PConc,147000
615,180,RM,21.0,1491,Reg,MeadowV,Lvl,Inside,Norm,TwnhsE,SFoyer,4,6,1972,1972,CemntBd,CmentBd,,0.0,TA,TA,CBlock,75500
616,85,RL,80.0,8800,Reg,NAmes,Lvl,Inside,Feedr,1Fam,SFoyer,6,7,1963,1963,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,137500
